0 600.00 61.86
1 910.60 68.18
2 1045.35 64.78
3 1514.24 68.12
4 1819.39 65.32
5 2538.88 67.60
6 3141.19 65.78
7 4280.27 67.25
8 5396.81 66.08
9 7242.03 67.03
10 9243.44 66.27
11 12282.01 66.88
12 15800.52 66.39
13 20861.38 66.78
14 26974.84 66.46
15 35468.92 66.72
16 46014.34 66.51
17 60343.74 66.68
18 78451.31 66.55
19 102706.35 66.65
20 133709.05 66.57
21 174855.44 66.64
22 227838.47 66.58
23 297739.53 66.63
24 388179.40 66.59
25 507040.43 66.62
26 661300.23 66.60
27 863535.39 66.61
28 1126521.67 66.60
29 1470747.13 66.61
30 1918951.94 66.60
31 2505007.24 66.61
32 3268722.89 66.60
33 4266663.79 66.61
34 5567821.60 66.60
35 7267303.89 66.61
36 9483925.44 66.60
37 12378321.09 66.61
38 16154299.07 66.61
39 21083972.50 66.61
40 27516061.99 66.61
41 35912414.59 66.61
42 46868738.09 66.61
43 61169892.66 66.61
44 79832454.28 66.61
45 104191296.44 66.61
46 135980054.29 66.61
47 177470249.53 66.61
48 231617101.58 66.61
49 302287321.55 66.61
50 394517098.58 66.61
51 514890014.42 66.61
52 671987054.13 66.61
53 877019222.33 66.61
54 1144605681.18 66.61
55 1493839103.42 66.61
56 1949623867.83 66.61
57 2544477289.62 66.61
58 3320823038.07 66.61
59 4334044467.92 66.61
60 5656406474.57 66.61
61 7382240085.95 66.61
62 9634639591.03 66.61
63 12574275732.28 66.61
64 16410821681.40 66.61
65 21417945113.98 66.61
66 27952790750.44 66.61
67 36481495069.15 66.61
68 47612393746.34 66.61
69 62139457598.30 66.61
70 81098880076.88 66.61
71 105843036355.54 66.61
72 138136896870.35 66.61
73 180283974341.03 66.61
74 235290576294.08 66.61
75 307080301052.20 66.61
76 400773844348.02 66.61
77 523054318938.12 66.61
78 682643889436.58 66.61
79 890925988567.89 66.61
80 1162757215944.43 66.61
81 1517527126318.53 66.61
82 1980541192232.27 66.61
83 2584825910850.91 66.61
84 3373484472306.05 66.61
85 4402771373906.60 66.61
86 5746104916931.27 66.61
87 7499304186127.24 66.61
88 9787423651614.08 66.61
89 12773673330972.21 66.61
90 16671060329377.89 66.61
91 21757582613852.92 66.61
92 28396058287174.59 66.61
93 37060005289859.63 66.61
94 48367416966446.36 66.61
95 63124843255514.66 66.61
96 82384921185214.14 66.61
97 107521458913206.64 66.61
98 140327428345314.77 66.61
99 183142856769524.50 66.61
100 239021739203663.10 66.61
0 1000.00 57.80
1 1985.10 86.65
2 648.26 69.91
3 767.40 84.09
4 418.77 76.87
0 1000.00 57.80
1 1985.10 86.65
2 648.26 69.91
3 767.40 84.09
4 418.77 76.87
5 326.95 80.86
6 218.46 79.19
7 153.39 79.78
8 106.87 79.66
9 74.05 79.63
10 51.68 79.69
11 35.87 79.64
12 24.98 79.67
13 17.37 79.65
14 12.08 79.66
15 8.40 79.66
16 5.85 79.66
17 4.07 79.66
18 2.83 79.66
19 1.97 79.66
20 1.37 79.66
0 1000.00 57.80
1 1985.10 86.65
2 648.26 69.91
3 767.40 84.09
4 418.77 76.87
5 326.95 80.86
6 218.46 79.19
7 153.39 79.78
8 106.87 79.66
9 74.05 79.63
10 51.68 79.69
11 35.87 79.64
12 24.98 79.67
13 17.37 79.65
14 12.08 79.66
15 8.40 79.66
16 5.85 79.66
17 4.07 79.66
18 2.83 79.66
19 1.97 79.66
20 1.37 79.66
