54 521445675941860400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00 1538.53
55 802261245301212200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00 1264.97
56 1014839782994065700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00 1527.07
57 1549732566684534400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00 1274.07
58 1974469005471560600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00 1516.55
59 2994374284549109700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00 1282.54
60 3840419161761714000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00 1506.88
61 5787038157749283000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00 1290.44
62 7467796697369634000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00 1497.99
63 11186663370265682000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00 1297.78
64 14517809883934735000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00 1489.81
65 21628790017174890000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00 1304.61
66 28217134284707780000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00 1482.29
67 41825890968094875000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00 1310.96
68 54832190270900800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00 1475.36
69 80897255588707470000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00 1316.87
70 106531056121119930000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00 1468.98
71 156492184374969820000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00 1322.36
72 206938497940793150000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00 1463.11
73 302772769891862000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00 1327.46
74 401917310251543940000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00 1457.69
75 585870496095431000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00 1332.19
76 780491071861322200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00 1452.70
77 1133816477798948900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00 1336.59
78 1515444316362421500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00 1448.09
79 2194503049892751700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00 1340.67
80 2942100091481301000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00 1443.85
81 4247937750867627000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00 1344.46
82 5711162941577689000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00 1439.93
83 8223659738311949000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00 1347.97
84 11085242479098670000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00 1436.31
85 15921863666352466000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00 1351.23
86 21514089185877765000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00 1432.97
87 30829140874679645000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00 1354.25
88 41750449035875220000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00 1429.89
89 59698701280563285000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00 1357.06
90 81014506968003040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00 1427.05
91 115611668596521870000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00 1359.66
92 157192091027586140000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00 1424.42
93 223907866012989730000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00 1362.07
94 304977235738369300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00 1422.00
95 433676282749647100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00 1364.30
96 591664305332110400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00 ∞
97 ∞ NaN
98 NaN NaN
99 NaN NaN
100 NaN NaN
101 NaN NaN
102 NaN NaN
103 NaN NaN
104 NaN NaN
105 NaN NaN
106 NaN NaN
107 NaN NaN
108 NaN NaN
109 NaN NaN
110 NaN NaN
111 NaN NaN
112 NaN NaN
113 NaN NaN
114 NaN NaN
115 NaN NaN
116 NaN NaN
117 NaN NaN
118 NaN NaN
119 NaN NaN
120 NaN NaN
121 NaN NaN
122 NaN NaN
123 NaN NaN
124 NaN NaN
125 NaN NaN
126 NaN NaN
127 NaN NaN
128 NaN NaN
129 NaN NaN
130 NaN NaN
131 NaN NaN
132 NaN NaN
133 NaN NaN
134 NaN NaN
135 NaN NaN
136 NaN NaN
137 NaN NaN
138 NaN NaN
139 NaN NaN
140 NaN NaN
141 NaN NaN
142 NaN NaN
143 NaN NaN
144 NaN NaN
145 NaN NaN
146 NaN NaN
147 NaN NaN
148 NaN NaN
149 NaN NaN
150 NaN NaN
151 NaN NaN
152 NaN NaN
153 NaN NaN
154 NaN NaN
155 NaN NaN
156 NaN NaN
157 NaN NaN
158 NaN NaN
159 NaN NaN
160 NaN NaN
161 NaN NaN
162 NaN NaN
163 NaN NaN
164 NaN NaN
165 NaN NaN
166 NaN NaN
167 NaN NaN
168 NaN NaN
169 NaN NaN
170 NaN NaN
171 NaN NaN
172 NaN NaN
173 NaN NaN
174 NaN NaN
175 NaN NaN
176 NaN NaN
177 NaN NaN
178 NaN NaN
179 NaN NaN
180 NaN NaN
181 NaN NaN
182 NaN NaN
183 NaN NaN
184 NaN NaN
185 NaN NaN
186 NaN NaN
187 NaN NaN
188 NaN NaN
189 NaN NaN
190 NaN NaN
191 NaN NaN
192 NaN NaN
193 NaN NaN
194 NaN NaN
195 NaN NaN
196 NaN NaN
197 NaN NaN
198 NaN NaN
199 NaN NaN
200 NaN NaN
201 NaN NaN
202 NaN NaN
203 NaN NaN
204 NaN NaN
205 NaN NaN
206 NaN NaN
207 NaN NaN
208 NaN NaN
209 NaN NaN
210 NaN NaN
211 NaN NaN
212 NaN NaN
213 NaN NaN
214 NaN NaN
215 NaN NaN
216 NaN NaN
217 NaN NaN
218 NaN NaN
219 NaN NaN
220 NaN NaN
221 NaN NaN
222 NaN NaN
223 NaN NaN
224 NaN NaN
225 NaN NaN
226 NaN NaN
227 NaN NaN
228 NaN NaN
229 NaN NaN
230 NaN NaN
231 NaN NaN
232 NaN NaN
233 NaN NaN
234 NaN NaN
235 NaN NaN
236 NaN NaN
237 NaN NaN
238 NaN NaN
239 NaN NaN
240 NaN NaN
241 NaN NaN
242 NaN NaN
243 NaN NaN
244 NaN NaN
245 NaN NaN
246 NaN NaN
247 NaN NaN
248 NaN NaN
249 NaN NaN
250 NaN NaN
251 NaN NaN
252 NaN NaN
253 NaN NaN
254 NaN NaN
255 NaN NaN
256 NaN NaN
257 NaN NaN
258 NaN NaN
259 NaN NaN
260 NaN NaN
261 NaN NaN
262 NaN NaN
263 NaN NaN
264 NaN NaN
265 NaN NaN
266 NaN NaN
267 NaN NaN
268 NaN NaN
269 NaN NaN
270 NaN NaN
271 NaN NaN
272 NaN NaN
273 NaN NaN
274 NaN NaN
275 NaN NaN
276 NaN NaN
277 NaN NaN
278 NaN NaN
279 NaN NaN
280 NaN NaN
281 NaN NaN
282 NaN NaN
283 NaN NaN
284 NaN NaN
285 NaN NaN
286 NaN NaN
287 NaN NaN
288 NaN NaN
289 NaN NaN
290 NaN NaN
291 NaN NaN
292 NaN NaN
293 NaN NaN
294 NaN NaN
295 NaN NaN
296 NaN NaN
297 NaN NaN
298 NaN NaN
299 NaN NaN
300 NaN NaN
301 NaN NaN
302 NaN NaN
303 NaN NaN
304 NaN NaN
305 NaN NaN
306 NaN NaN
307 NaN NaN
308 NaN NaN
309 NaN NaN
310 NaN NaN
311 NaN NaN
312 NaN NaN
313 NaN NaN
314 NaN NaN
315 NaN NaN
316 NaN NaN
317 NaN NaN
318 NaN NaN
319 NaN NaN
320 NaN NaN
321 NaN NaN
322 NaN NaN
323 NaN NaN
324 NaN NaN
325 NaN NaN
326 NaN NaN
327 NaN NaN
328 NaN NaN
329 NaN NaN
330 NaN NaN
331 NaN NaN
332 NaN NaN
333 NaN NaN
334 NaN NaN
335 NaN NaN
336 NaN NaN
337 NaN NaN
338 NaN NaN
339 NaN NaN
340 NaN NaN
341 NaN NaN
342 NaN NaN
343 NaN 0.00
0 80.00 0.64
1 51.00 0.60
2 30.70 0.60
3 18.36 0.61
4 11.25 0.61
5 6.89 0.60
6 4.16 0.61
7 2.53 0.61
8 1.54 0.61
9 0.94 0.61
10 0.57 0.00
0 613.00 3.89
1 2383.90 0.61
2 1443.66 0.65
3 939.48 2.17
4 2037.20 0.70
5 1424.13 0.81
6 1148.67 1.58
7 1811.06 0.78
8 1413.00 0.89
9 1263.93 1.31
10 1661.60 0.00
0 449.00 0.55
1 248.50 0.53
2 131.95 0.70
3 91.72 0.62
4 57.27 0.59
5 33.51 0.60
6 20.09 0.63
7 12.75 0.61
8 7.78 0.60
9 4.69 0.61
10 2.87 0.00
0 90.00 0.63
1 57.00 0.56
2 31.80 0.48
3 15.34 0.58
4 8.88 0.57
5 5.06 0.54
6 2.74 0.54
7 1.48 0.56
8 0.83 0.55
9 0.46 0.55
10 0.25 0.00
0 190.00 2.51
1 476.00 1.44
2 686.20 2.13
3 1458.62 1.59
4 2325.74 1.96
5 4562.26 1.69
6 7702.49 1.88
7 14483.01 1.74
8 25194.25 1.84
9 46349.81 1.77
10 81894.94 1.82
11 148968.18 0.00
0 280.00 0.57
1 161.00 0.67
2 107.90 0.75
3 81.09 0.69
4 55.91 0.65
5 36.42 0.67
6 24.55 0.69
7 17.04 0.69
8 11.69 0.67
9 7.89 0.68
10 5.35 0.68
11 3.65 0.00
0 92.00 0.73
1 66.80 0.53
2 35.12 0.49
3 17.22 0.58
4 10.04 0.57
5 5.75 0.53
6 3.05 0.55
7 1.67 0.56
8 0.94 0.55
9 0.51 0.55
10 0.28 0.55
11 0.16 0.00
0 272.00 0.59
1 161.20 0.54
2 87.84 0.57
3 50.29 0.58
4 29.17 0.58
5 16.85 0.56
6 9.52 0.57
7 5.44 0.57
8 3.13 0.57
9 1.79 0.57
10 1.02 0.57
11 0.59 0.00
